,dc:title,@_fa,link,prism:url,dc:identifier,eid,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,pubmed-id,pii,prism:isbn,year
829,Improving vehicular traffic simulations Using real-time information on environmental conditions,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85016980002'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85016980002?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85016980002&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85016980002&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85016980002,85016980002,2-s2.0-85016980002,Habel L.,IEEE Vehicular Technology Conference,15502252,,0,,,2016-07-02,2 July 2016,10.1109/VTCFall.2016.7881044,0.0,"[{'@_fa': 'true', 'affilname': 'Universität Duisburg-Essen', 'affiliation-city': 'Duisburg', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,7881044,23922.0,0.0,False,,,,,"[{'@_fa': 'true', '$': '9781509017010'}]",2016
830,Poisson Dependency Networks: Gradient Boosted Models for Multivariate Count Data,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84939133512'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84939133512?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84939133512&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84939133512&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84939133512,84939133512,2-s2.0-84939133512,Hadiji F.,Machine Learning,08856125,15730565,100,2-3,477-507,2015-09-17,17 September 2015,10.1007/s10994-015-5506-z,15.0,"[{'@_fa': 'true', 'affilname': 'Technische Universität Dortmund', 'affiliation-city': 'Dortmund', 'affiliation-country': 'Germany'}]",Journal,ar,Article,,24775.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,,,2015
831,A Novel System Architecture for Small-Scale Motion Sensing Exploiting 5G mmWave Channels,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85126102894'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85126102894?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126102894&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126102894&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85126102894,85126102894,2-s2.0-85126102894,Hager S.,"2021 IEEE Globecom Workshops, GC Wkshps 2021 - Proceedings",,,,,,2021-01-01,2021,10.1109/GCWkshps52748.2021.9682166,0.0,"[{'@_fa': 'true', 'affilname': 'Technische Universität Dortmund', 'affiliation-city': 'Dortmund', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,,21101080175.0,0.0,False,,,,,"[{'@_fa': 'true', '$': '9781665423908'}]",2021
832,Coverage and capacity analysis of wireless M2M technologies for smart distribution grid services,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84922469712'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84922469712?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84922469712&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84922469712&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84922469712,84922469712,2-s2.0-84922469712,Hägerling C.,"2014 IEEE International Conference on Smart Grid Communications, SmartGridComm 2014",,,,,368-373,2015-01-12,12 January 2015,10.1109/SmartGridComm.2014.7007674,23.0,"[{'@_fa': 'true', 'affilname': 'Technische Universität Dortmund', 'affiliation-city': 'Dortmund', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,7007674,21100371201.0,0.0,False,,,,,"[{'@_fa': 'true', '$': '9781479949342'}]",2015
834,Payload-Size and Deadline-Aware scheduling for time-critical Cyber Physical Systems,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85020187970'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85020187970?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85020187970&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85020187970&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85020187970,85020187970,2-s2.0-85020187970,Haferkamp M.,"2017 Wireless Days, WD 2017",,,,,4-7,2017-05-02,2 May 2017,10.1109/WD.2017.7918106,11.0,"[{'@_fa': 'true', 'affilname': 'Technische Universität Dortmund', 'affiliation-city': 'Dortmund', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,7918106,21100817611.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,"[{'@_fa': 'true', '$': '9781509058563'}]",2017
835,Radio-Based Traffic Flow Detection and Vehicle Classification for Future Smart Cities,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85040541592'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85040541592?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040541592&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040541592&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85040541592,85040541592,2-s2.0-85040541592,Haferkamp M.,IEEE Vehicular Technology Conference,15502252,,2017-June,,,2017-11-14,14 November 2017,10.1109/VTCSpring.2017.8108633,18.0,"[{'@_fa': 'true', 'affilname': 'Technische Universität Dortmund', 'affiliation-city': 'Dortmund', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,8108633,23922.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,"[{'@_fa': 'true', '$': '9781509059324'}]",2017
836,A Low Cost Modular Radio Tomography System for Bicycle and Vehicle Detection and Classification,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85111467920'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85111467920?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111467920&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111467920&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85111467920,85111467920,2-s2.0-85111467920,Haferkamp M.,"15th Annual IEEE International Systems Conference, SysCon 2021 - Proceedings",,,,,,2021-04-15,15 April 2021,10.1109/SysCon48628.2021.9447058,0.0,"[{'@_fa': 'true', 'affilname': 'Technische Universität Dortmund', 'affiliation-city': 'Dortmund', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,9447058,21101054197.0,0.0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,"[{'@_fa': 'true', '$': '9781665444392'}]",2021
837,A high-resolution cellular automata traffic simulation model with application in a freeway traffic information system,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/3242719878'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/3242719878?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=3242719878&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=3242719878&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/3242719878,3242719878,2-s2.0-3242719878,Hafstein S.,Computer-Aided Civil and Infrastructure Engineering,10939687,,19,5,338-350,2004-09-01,September 2004,10.1111/j.1467-8667.2004.00361.x,49.0,"[{'@_fa': 'true', 'affilname': 'Universität Duisburg-Essen', 'affiliation-city': 'Duisburg', 'affiliation-country': 'Germany'}]",Journal,ar,Article,,18144.0,0.0,False,,,,,,2004
839,Stack usage analysis for efficient wear leveling in non-volatile main memory systems,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85092001133'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85092001133?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092001133&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092001133&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85092001133,85092001133,2-s2.0-85092001133,Hakert C.,"2019 ACM/IEEE 1st Workshop on Machine Learning for CAD, MLCAD 2019",,,,,,2019-09-01,September 2019,10.1109/MLCAD48534.2019.9142113,0.0,"[{'@_fa': 'true', 'affilname': 'DAES', 'affiliation-city': 'Dortmund', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,9142113,21101022813.0,0.0,False,,,,,"[{'@_fa': 'true', '$': '9781728157580'}]",2019
840,BLOwing Trees to the Ground: Layout Optimization of Decision Trees on Racetrack Memory,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85119432230'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85119432230?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119432230&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119432230&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85119432230,85119432230,2-s2.0-85119432230,Hakert C.,Proceedings - Design Automation Conference,0738100X,,2021-December,,1111-1116,2021-12-05,5 December 2021,10.1109/DAC18074.2021.9586167,0.0,"[{'@_fa': 'true', 'affilname': 'Technische Universität Dortmund', 'affiliation-city': 'Dortmund', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,,110497.0,0.0,False,,,,,"[{'@_fa': 'true', '$': '9781665432740'}]",2021
841,OCTO+: Optimized Checkpointing of B+ Trees for Non-Volatile Main Memory Wear-Leveling,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85123987805'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85123987805?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123987805&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123987805&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85123987805,85123987805,2-s2.0-85123987805,Hakert C.,"Proceedings - 10th IEEE Non-Volatile Memory Systems and Applications Symposium, NVMSA 2021",,,,,,2021-01-01,2021,10.1109/NVMSA53655.2021.9628460,0.0,"[{'@_fa': 'true', 'affilname': 'Technische Universität Dortmund', 'affiliation-city': 'Dortmund', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,,21101075052.0,0.0,False,,,,,"[{'@_fa': 'true', '$': '9781665423755'}]",2021
842,Exhaled breath analysis for lung cancer detection using ion mobility spectrometry,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84916613270'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84916613270?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84916613270&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84916613270&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84916613270,84916613270,2-s2.0-84916613270,Ha H.,PLoS ONE,,19326203,9,12,,2014-12-09,9 December 2014,10.1371/journal.pone.0114555,73.0,"[{'@_fa': 'true', 'affilname': 'St. Marianna University School of Medicine', 'affiliation-city': 'Kawasaki', 'affiliation-country': 'Japan'}]",Journal,ar,Article,e114555,10600153309.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",25490772.0,,,2014
843,Empirical prediction of reduced ion mobilities of secondary alcohols,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/67650065016'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/67650065016?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=67650065016&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=67650065016&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/67650065016,67650065016,2-s2.0-67650065016,Hariharan C.,International Journal for Ion Mobility Spectrometry,14356163,18654584,12,2,59-63,2009-06-01,June 2009,10.1007/s12127-009-0017-x,11.0,"[{'@_fa': 'true', 'affilname': 'Leibniz-Institut für Analytische Wissenschaften', 'affiliation-city': 'Dortmund', 'affiliation-country': 'Germany'}]",Journal,ar,Article,,14500154746.0,0.0,False,,,,,,2009
845,Self-Supervised Source Code Annotation from Related Research Papers,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85125327046'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85125327046?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125327046&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125327046&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85125327046,85125327046,2-s2.0-85125327046,Haritz P.,"IEEE International Conference on Data Mining Workshops, ICDMW",23759232,23759259,2021-December,,1083-1084,2021-01-01,2021,10.1109/ICDMW53433.2021.00140,0.0,"[{'@_fa': 'true', 'affilname': 'Technische Universität Dortmund', 'affiliation-city': 'Dortmund', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,,21100398701.0,0.0,False,,,,,"[{'@_fa': 'true', '$': '9781665424271'}]",2021
846,Computational methods for metabolomic data analysis of ion mobility spectrometry data-Reviewing the state of the art,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84880398974'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84880398974?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84880398974&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880398974&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84880398974,84880398974,2-s2.0-84880398974,Hauschild A.C.,Metabolites,,22181989,2,4,733-755,2012-10-16,16 October 2012,10.3390/metabo2040733,24.0,"[{'@_fa': 'true', 'affilname': 'Universität des Saarlandes', 'affiliation-city': 'Saarbrucken', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Max Planck Institute for Informatics', 'affiliation-city': 'Saarbrucken', 'affiliation-country': 'Germany'}]",Journal,re,Review,,21100403902.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,,2012
847,Peak detection method evaluation for ion mobility spectrometry by using machine learning approaches,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85016505941'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85016505941?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85016505941&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85016505941&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85016505941,85016505941,2-s2.0-85016505941,Hauschild A.C.,Metabolites,,22181989,3,2,277-293,2013-04-16,16 April 2013,10.3390/metabo3020277,20.0,"[{'@_fa': 'true', 'affilname': 'Universität des Saarlandes', 'affiliation-city': 'Saarbrucken', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Max Planck Institute for Informatics', 'affiliation-city': 'Saarbrucken', 'affiliation-country': 'Germany'}]",Journal,ar,Article,,21100403902.0,1.0,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,,2013
848,TerraCost: A versatile and scalable approach to computing least-cost-path surfaces for massive grid-based terrains,True,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/33751068789'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/33751068789?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33751068789&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33751068789&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/33751068789,33751068789,2-s2.0-33751068789,Hazel T.,Proceedings of the ACM Symposium on Applied Computing,,,1,,52-57,2006-11-21,2006,,5.0,"[{'@_fa': 'true', 'affilname': 'Bowdoin College', 'affiliation-city': 'Brunswick', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,,89358.0,0.0,False,,,,,"[{'@_fa': 'true', '$': '1595931082'}, {'@_fa': 'true', '$': '9781595931085'}]",2006
